,0
0,3e-05
1,3.0252617063411267e-05
2,3.05074178184932e-05
3,3.076442159629295e-05
4,3.102364790273365e-05
5,3.128511642022727e-05
6,3.1548847009303465e-05
7,3.181485971025294e-05
8,3.208317474478676e-05
9,3.235381251771075e-05
10,3.262679361861645e-05
11,3.2902138823586874e-05
12,3.317986909691904e-05
13,3.346000559286263e-05
14,3.37425696573747e-05
15,3.402758282989104e-05
16,3.431506684511408e-05
17,3.46050436348179e-05
18,3.489753532966985e-05
19,3.5192564261069534e-05
20,3.549015296300488e-05
21,3.5790324173926074e-05
22,3.6093100838636406e-05
23,3.6398506110201796e-05
24,3.6706563351877535e-05
25,3.7017296139053656e-05
26,3.7330728261218125e-05
27,3.764688372393919e-05
28,3.796578675086573e-05
29,3.8287461785746816e-05
30,3.861193349446993e-05
31,3.89392267671191e-05
32,3.926936672005159e-05
33,3.9602378697994734e-05
34,3.99382882761619e-05
35,4.0277121262389426e-05
36,4.061890369929249e-05
37,4.0963661866442276e-05
38,4.131142228256279e-05
39,4.1662211707749444e-05
40,4.201605714570747e-05
41,4.237298584601219e-05
42,4.273302530639016e-05
43,4.309620327502215e-05
44,4.346254775286782e-05
45,4.383208699601175e-05
46,4.420484951803259e-05
47,4.4580864092393954e-05
48,4.496015975485754e-05
49,4.534276580591984e-05
50,4.5728711813271534e-05
51,4.6118027614279605e-05
52,4.6510743318493644e-05
53,4.690688931017558e-05
54,4.730649625085279e-05
55,4.7709595081896025e-05
56,4.81162170271214e-05
57,4.852639359541707e-05
58,4.894015658339411e-05
59,4.935753807806358e-05
60,4.97785704595377e-05
61,5.020328640375761e-05
62,5.0631718885246196e-05
63,5.106390117988689e-05
64,5.149986686772964e-05
65,5.1939649835822053e-05
66,5.238328428106839e-05
67,5.28308047131154e-05
68,5.328224595726508e-05
69,5.3737643157415255e-05
70,5.41970317790277e-05
71,5.466044761212505e-05
72,5.5127926774315144e-05
73,5.559950571384468e-05
74,5.607522121268119e-05
75,5.655511038962492e-05
76,5.703921070344963e-05
77,5.752755995607313e-05
78,5.802019629575806e-05
79,5.851715822034271e-05
80,5.901848458050315e-05
81,5.952421458304513e-05
82,6.0034387794227856e-05
83,6.054904414311948e-05
84,6.10682239249836e-05
85,6.15919678046985e-05
86,6.212031682020846e-05
87,6.265331238600851e-05
88,6.319099629666046e-05
89,6.37334107303442e-05
90,6.428059825244166e-05
91,6.483260181915487e-05
92,6.538946478115883e-05
93,6.595123088728735e-05
94,6.65179442882566e-05
95,6.708964954042175e-05
96,6.766639160956941e-05
97,6.824821587474758e-05
98,6.883516813212991e-05
99,6.94272945989183e-05
100,7.002464191728194e-05
101,7.062725715833282e-05
102,7.123518782614081e-05
