,0
0,3e-05
1,3.0086282381163933e-05
2,3.0172883826815444e-05
3,3.02598056056002e-05
4,3.0347049190732734e-05
5,3.0434615419197083e-05
6,3.052250584130785e-05
7,3.0610721917839635e-05
8,3.0699265109567015e-05
9,3.078813687726458e-05
10,3.087733868170692e-05
11,3.096687185582436e-05
12,3.105673762234775e-05
13,3.1146937351591375e-05
14,3.1237472415204875e-05
15,3.1328344184837914e-05
16,3.141955403214015e-05
17,3.151110334380113e-05
18,3.1602993608783406e-05
19,3.169522625684853e-05
20,3.178780270029441e-05
21,3.188072435141894e-05
22,3.197399262252002e-05
23,3.206760938372659e-05
24,3.2161574986008505e-05
25,3.225589172017306e-05
26,3.235056100855549e-05
27,3.244558428003551e-05
28,3.254096297003728e-05
29,3.263669852052938e-05
30,3.273279240278225e-05
31,3.28292461791534e-05
32,3.292606135351906e-05
33,3.302323942942597e-05
34,3.312078191947293e-05
35,3.3218690345310843e-05
36,3.331696623764272e-05
37,3.341561113622364e-05
38,3.351462658986082e-05
39,3.361401415641353e-05
40,3.371377540279316e-05
41,3.381391190496319e-05
42,3.391442524062252e-05
43,3.4015316967145014e-05
44,3.411658867291691e-05
45,3.421824195801535e-05
46,3.4320278430711745e-05
47,3.442269970747177e-05
48,3.452550741295535e-05
49,3.4628703180016664e-05
50,3.473228864970416e-05
51,3.483626547126054e-05
52,3.4940635302122766e-05
53,3.5045399807922054e-05
54,3.515056065692988e-05
55,3.5256119501504526e-05
56,3.536207801970775e-05
57,3.546843790017303e-05
58,3.557520083903394e-05
59,3.5682368539924125e-05
60,3.5789942713977335e-05
61,3.5897925079827396e-05
62,3.600631736360821e-05
63,3.6115121298953794e-05
64,3.6224338626998225e-05
65,3.6333971096375675e-05
66,3.644402046661728e-05
67,3.655448852070077e-05
68,3.666537703785601e-05
69,3.677668780309538e-05
70,3.688842260938481e-05
71,3.700058325764386e-05
72,3.7113171556745686e-05
73,3.7226189323517013e-05
74,3.733963838273819e-05
75,3.745352056714313e-05
76,3.7567837717419374e-05
77,3.768259168220804e-05
78,3.77977842532424e-05
79,3.7913417477579004e-05
80,3.802949313548353e-05
81,3.814601311636626e-05
82,3.826297931769451e-05
83,3.838039364503355e-05
84,3.84982580120875e-05
85,3.861657434074031e-05
86,3.8735344561096615e-05
87,3.885457061152271e-05
88,3.8974254438687455e-05
89,3.909439799760317e-05
90,3.92150032557233e-05
91,3.933607221062017e-05
92,3.945760685249879e-05
93,3.9579609177088895e-05
94,3.970208118922266e-05
95,3.982502490289365e-05
96,3.9948442341315674e-05
97,4.007233553698173e-05
98,4.019670653172289e-05
99,4.0321557376767254e-05
100,4.0446890132798815e-05
101,4.0572706870016395e-05
102,4.0699009668192555e-05
103,4.082580061673249e-05
104,4.0953081814732966e-05
105,4.108085537104121e-05
106,4.120912340431381e-05
107,4.133788804307569e-05
108,4.146715142577892e-05
109,4.1596915703754806e-05
110,4.172718304710018e-05
111,4.185795562818486e-05
112,4.1989235628915346e-05
113,4.212102524167071e-05
114,4.225332666936967e-05
115,4.238614212553758e-05
116,4.251947383437342e-05
117,4.265332403081688e-05
118,4.2787694960615336e-05
119,4.292258888039085e-05
120,4.305800805770722e-05
121,4.319395477113699e-05
122,4.333043131032846e-05
123,4.3467439976072714e-05
124,4.360498308037061e-05
125,4.374306294649985e-05
126,4.3881681909081924e-05
127,4.4020842314149204e-05
128,4.416054651177109e-05
129,4.430079685129013e-05
130,4.444159570753228e-05
131,4.458294546721258e-05
132,4.472484852834716e-05
133,4.486730730030591e-05
134,4.501032420386521e-05
135,4.515390167126058e-05
136,4.5298042146239446e-05
137,4.544274808411379e-05
138,4.5588021951812876e-05
139,4.573386622793595e-05
140,4.5880283402804934e-05
141,4.602727597851712e-05
142,4.617484646899789e-05
143,4.632299740005342e-05
144,4.647173130942334e-05
145,4.662105074683348e-05
146,4.677095827404856e-05
147,4.692145646764906e-05
148,4.707254791844831e-05
149,4.7224235226077014e-05
150,4.7376521002496464e-05
151,4.752940787208927e-05
152,4.7682898471715845e-05
153,4.783699545077095e-05
154,4.7991701471240166e-05
155,4.8147019207756464e-05
156,4.830295134765666e-05
157,4.845950059103795e-05
158,4.861666965081443e-05
159,4.877446125277361e-05
160,4.893287813563289e-05
161,4.909192305109613e-05
162,4.925159876391011e-05
163,4.941190805192107e-05
164,4.957285370613121e-05
165,4.973443853075847e-05
166,4.9896665349014915e-05
167,5.005953699834678e-05
