,0
0,3e-05
1,3.013402975583264e-05
2,3.0268724574566005e-05
3,3.0404087913903752e-05
4,3.054012354595034e-05
5,3.067683403581538e-05
6,3.081422371008665e-05
7,3.0952296715063426e-05
8,3.109105709999235e-05
9,3.1230508138774626e-05
10,3.1370653342955264e-05
11,3.151149634112338e-05
12,3.165304094177981e-05
13,3.179529093601173e-05
14,3.193825007272429e-05
15,3.208192218235944e-05
16,3.222631111443336e-05
17,3.237142068510001e-05
18,3.2517254793305324e-05
19,3.266381730797504e-05
20,3.2811112173141274e-05
21,3.2959143295382864e-05
22,3.3107914670572844e-05
23,3.325743027226997e-05
24,3.340769410151745e-05
25,3.3558710188813275e-05
26,3.3710482594110196e-05
27,3.386301540233951e-05
28,3.4016312694884764e-05
29,3.4170378594444504e-05
30,3.4325217255245194e-05
31,3.448083285813103e-05
32,3.4637229610563954e-05
33,3.479441174626527e-05
34,3.495238349869986e-05
35,3.511114912411368e-05
36,3.5270712914488185e-05
37,3.5431079185667816e-05
38,3.559225227736007e-05
39,3.5754236553135434e-05
40,3.591703640492847e-05
41,3.608065625656018e-05
42,3.624510055038616e-05
43,3.641037375331906e-05
44,3.657648035704792e-05
45,3.6743424878038226e-05
46,3.691121185036164e-05
47,3.707984587568623e-05
48,3.7249331536452936e-05
49,3.741967345773538e-05
50,3.7590876289762016e-05
51,3.7762944708068963e-05
52,3.79358834138903e-05
53,3.8109697149181066e-05
54,3.8284390680587146e-05
55,3.845996879420476e-05
56,3.863643630312304e-05
57,3.881379804762055e-05
58,3.899205889536187e-05
59,3.91712237415941e-05
60,3.9351297509343424e-05
61,3.9532285149611646e-05
62,3.9714191641572714e-05
63,3.98970219927693e-05
64,4.0080781239309304e-05
65,4.026547444874618e-05
66,4.045110673088452e-05
67,4.063768321630008e-05
68,4.0825209063854996e-05
69,4.10136894627103e-05
70,4.120312963255749e-05
71,4.139353482385004e-05
72,4.1584910318034996e-05
73,4.17772614277845e-05
74,4.197059349722736e-05
75,4.216491190218057e-05
76,4.23602220503809e-05
77,4.2556529381716405e-05
78,4.27538393573937e-05
79,4.29521574633254e-05
80,4.3151489229096905e-05
81,4.3351840216454957e-05
82,4.355321601943909e-05
83,4.3755622264566626e-05
84,4.39590646110177e-05
85,4.41635487508203e-05
86,4.436908040903529e-05
87,4.457566534394141e-05
88,4.4783309347220326e-05
89,4.499201824414164e-05
90,4.520179789396005e-05
91,4.541265419291795e-05
92,4.5624593070248485e-05
93,4.5837620488838995e-05
94,4.605174244625504e-05
95,4.6266964974933226e-05
96,4.648329414237403e-05
97,4.670073605133457e-05
98,4.691929684002142e-05
99,4.7138982682283414e-05
100,4.735979978780446e-05
101,4.7581754402296306e-05
102,4.780485280769138e-05
103,4.80291013246216e-05
104,4.825450631555573e-05
105,4.848107417537115e-05
106,4.870881133595718e-05
107,4.893772426674554e-05
108,4.916781947491969e-05
109,4.939910350562421e-05
110,4.963158294217411e-05
111,4.986526440626418e-05
112,5.010015455817834e-05
113,5.0336260096998966e-05
114,5.0573587760816246e-05
115,5.081214433422271e-05
116,5.1051936622400504e-05
117,5.129297149864605e-05
118,5.153525586193014e-05
119,5.1778796651715974e-05
120,5.202360084817209e-05
121,5.2269675472386626e-05
122,5.251702758658295e-05
123,5.2765664294336716e-05
124,5.30155927407942e-05
125,5.326682011289207e-05
126,5.351935363957852e-05
127,5.377320059203571e-05
128,5.402836828543843e-05
129,5.4284864086324456e-05
130,5.454269539849531e-05
131,5.480186966789659e-05
132,5.506239438424805e-05
133,5.532427708129952e-05
134,5.5587525337088855e-05
135,5.585214677420184e-05
