,0
0,3e-05
1,2.9982044136447788e-05
2,2.996417990670734e-05
3,2.9946407157573645e-05
4,2.992872571398017e-05
5,2.991113549275135e-05
6,2.9893636322567595e-05
7,2.9876228039433284e-05
8,2.985891047935279e-05
9,2.984168347833049e-05
10,2.9824546872370753e-05
11,2.980750049747796e-05
12,2.979054418965648e-05
13,2.977367778491069e-05
14,2.9756901119244962e-05
15,2.974021402866367e-05
16,2.972361635005474e-05
17,2.9707107986582294e-05
18,2.969068882814006e-05
19,2.9674358727587634e-05
20,2.9658117537784606e-05
21,2.964196511159057e-05
22,2.9625901301865117e-05
23,2.960992596146784e-05
24,2.9594038943258335e-05
25,2.9578240100096194e-05
26,2.9562529284841005e-05
27,2.9546906350352366e-05
28,2.9531371149489867e-05
29,2.951592356198394e-05
30,2.9500563482706837e-05
31,2.9485290774520137e-05
32,2.947010530011086e-05
33,2.9455006922166028e-05
34,2.9439995503372662e-05
35,2.9425070906417785e-05
36,2.9410232993988416e-05
37,2.939548162877158e-05
38,2.9380816673454296e-05
39,2.9366237990723584e-05
40,2.935174544326647e-05
41,2.9337339476403203e-05
42,2.9323018692658522e-05
43,2.930878374980746e-05
44,2.9294634512267612e-05
45,2.9280570845237336e-05
46,2.9266592614695764e-05
47,2.9252699687402794e-05
48,2.9238891930899086e-05
49,2.922516921350607e-05
50,2.921153140432595e-05
51,2.9197978373241684e-05
52,2.918450999091701e-05
53,2.9171126135279436e-05
54,2.9157826718346652e-05
55,2.9144611625152916e-05
56,2.9131480735989865e-05
57,2.911843393217598e-05
58,2.9105471096056614e-05
59,2.9092592111003974e-05
60,2.9079796861417116e-05
61,2.9067085232721964e-05
62,2.9054457111371294e-05
63,2.904191238484474e-05
64,2.90294509416488e-05
65,2.9017072671316823e-05
66,2.900477746440902e-05
67,2.899256521251245e-05
68,2.8980435808241044e-05
69,2.896838914523558e-05
70,2.89564251181637e-05
71,2.89445436227199e-05
72,2.8932744555625538e-05
73,2.892102781462882e-05
74,2.890939329850482e-05
75,2.889784090705547e-05
76,2.888637054110955e-05
77,2.8874982102396683e-05
78,2.8863675473355727e-05
79,2.8852450540069832e-05
80,2.8841307203057047e-05
81,2.8830245363692404e-05
82,2.8819264924207937e-05
83,2.880836578769266e-05
84,2.879754785809258e-05
85,2.87868110402107e-05
86,2.8776155239707e-05
87,2.8765580363098467e-05
88,2.8755086317759057e-05
